region,disasterNumber,sandyDisaster,disasterType,incidentType,declarationDate,stateAbbreviation,state,county,applicantName,pnpStatus,damageCategoryCode,federalShareObligated,dateObligated,pwNumber,projectTitle,versionNumber,id
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Montgomery,FORT PLAIN ELEMENTARY SCHOOL,0,B - Protective Measures,30659.83,2024-02-09T21:30:06.000Z,3145,166110 - COVID,0,878e96f9-51c4-407f-b8f9-786c7e8b7bdb
2,4085,1,DR,Hurricane,2012-10-30T00:00:00.000Z,NY,New York,New York,NEW YORK,0,C - Roads and Bridges,-2492608.28,2024-02-15T15:54:10.000Z,3957,NYC5110 - ROAD RECONSTRUCTION,3,8c9a6b31-436e-4a07-bd01-1e5206fcb093
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,New York,ISABELLA CENTER FOR NURSING AND REHABILITATION,1,B - Protective Measures,18990.00,2024-02-13T17:54:26.000Z,3204,731629 - 7/2/2022 90% Cost Share - Isabela COVID-19 Cleaning and Disinfecting,0,31208efd-305b-458b-8eb8-12672da52609
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,New York,SAM & ESTHER MINSKOFF CULT CTR - PED SCHOOL,1,B - Protective Measures,131274.22,2024-02-09T21:15:33.000Z,2606,689928 - COVID Supplies,0,5cdac8fa-9a8a-41bd-8444-a0d3b9b0632d
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,New York,SECOND STAGE THEATRE INC,1,B - Protective Measures,75372.99,2024-02-13T17:51:40.000Z,3183,709598 - COVID Testing and PPE July - December 2022,0,09c06963-4a15-4f7d-bfcf-322ebe6de2c1
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,New York,PLAYWRIGHTS HORIZONS INC,1,B - Protective Measures,26025.16,2024-02-13T17:57:36.000Z,3212,"727252 - 7/2/2022 90% Cost Share - Playwrights Horizon - Materials, Testing & Air Filters",0,eaec6282-2c06-41d0-b4ee-7e7804bd19a2
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,New York,THE NEW SCHOOL,1,B - Protective Measures,55516.00,2024-02-09T21:34:46.000Z,3173,709970 - The New School Covid Expenses Prior to 01JUL22 and invoiced after 01JUL22,0,f68848eb-9252-4907-8467-f3e08cced338
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,New York,INTREPID MUSEUM FOUNDATION,1,B - Protective Measures,6622.54,2024-02-09T21:18:47.000Z,3003,687438 - COVID-19-6,0,df2142ad-0d11-4ea1-bfc8-c03fb5aab0c7
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,New York,ISABELLA CENTER FOR NURSING AND REHABILITATION,1,B - Protective Measures,185645.97,2024-02-13T17:57:36.000Z,3213,736804 -  7/2/2022 90% Isabella PPE,0,11534462-2b14-463e-b2c0-5b7ebac47557
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,New York,NEW YORK,0,B - Protective Measures,-91115.21,2024-02-13T14:18:19.000Z,2253,683251 - 90% Testing'SCA CBTS Site Set Up,2,6fdfe692-ed77-49b4-b989-76c0c6b4551b
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,New York,CARNEGIE HALL CORPORATION,1,B - Protective Measures,966465.42,2024-02-13T17:51:40.000Z,3105,686391 - CHC EPM Air Change Application,0,58934638-b808-44c9-903a-c6ce3c2b1dd7
2,4723,0,DR,Severe Storm,2023-07-22T00:00:00.000Z,NY,New York,Putnam,KENT (TOWN OF),0,A - Debris Removal,140848.22,2024-02-13T13:00:45.000Z,78,733298 - A SPA - Debris Removal - Town of Kent,0,effa3f45-cf0e-4a1d-a183-2231f517f53c
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Rensselaer,RENSSELAER POLYTECHNIC INSTITUTE,1,B - Protective Measures,650000.00,2024-02-09T21:16:46.000Z,2814,551537 - Testing Contracted Services 01/20/20 - 12/31/20,0,467cb723-c1b0-4d2f-91cf-babf4c889e0c
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Rensselaer,EAST GREENBUSH (TOWN OF),0,Z - State Management,1261.80,2024-02-13T17:58:55.000Z,3244,739646 - Management Costs,0,671384f8-8f79-445d-937f-61ff54513291
2,4615,0,DR,Hurricane,2021-09-05T00:00:00.000Z,NY,New York,Rockland,SUFFERN,0,B - Protective Measures,-1210.13,2024-02-13T14:27:40.000Z,907,682843 - Emergency Clean out Town Wide Pipes. Suffern Athletic Field Cucolo Baseball Building mold remediation,1,25eaf009-a35a-4f52-a81e-d1812c08297e
2,4723,0,DR,Severe Storm,2023-07-22T00:00:00.000Z,NY,New York,Rockland,STONY POINT AMBULANCE CORPS.,1,B - Protective Measures,3985.89,2024-02-13T13:04:30.000Z,54,732017 - Emergency Protective Measures,0,3e566cc9-52e5-42de-b6f8-6a2c1a62d4ff
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,St. Lawrence,ST. LAWRENCE UNIVERSITY,1,B - Protective Measures,36260.00,2024-02-13T17:57:36.000Z,3210,687408 - Testing Setup-Repair-Maint,0,550fd946-1fd3-4b38-a000-d70144344822
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Schuyler,SCHUYLER HOSPITAL INC.,1,B - Protective Measures,112167.00,2024-02-09T21:30:06.000Z,3127,731923 - 7/2/2022 90% - COVID-19 Testing 22-23,0,fcaf2577-f30a-47a0-8bfc-d534a8c229ee
6,4332,0,DR,Hurricane,2017-08-25T00:00:00.000Z,TX,Texas,Nueces,DRISCOLL CHILDREN'S HOSPITAL,1,Z - State Management,-50152.47,2024-02-13T22:57:18.000Z,4856,68553 - Direct Administrative Costs (PAAP),1,166b382a-903b-4e96-ab18-b6ddb37cdb6f
6,4332,0,DR,Hurricane,2017-08-25T00:00:00.000Z,TX,Texas,Nueces,DIOCESE OF CORPUS CHRISTI,1,B - Protective Measures,-16790.70,2024-02-14T18:33:50.000Z,5245,34339 - Sacred Heart Parish EPM,3,03f93784-0e3b-427b-9286-301e74f746a0
8,5391,0,FM,Fire,2021-06-10T00:00:00.000Z,UT,Utah,Statewide,"UTAH DIVISION OF FORESTRY, FIRE & STATE LANDS",0,H - Fire Management,46468.31,2024-02-15T14:17:48.000Z,3,PACK3H - BIA Fire Suppression,0,d2bce8ff-4b00-409e-95a1-a0cd85017c00
10,4562,0,DR,Fire,2020-09-15T00:00:00.000Z,OR,Oregon,Statewide,OREGON STATE POLICE,0,B - Protective Measures,1842271.88,2024-02-13T15:56:50.000Z,613,735320 - Companion Project 100% Fed Share CAT B_EPM_Beachie Creek_Marion County,0,879ca43b-02b3-4a36-ac78-9289fa923028
10,4499,0,DR,Biological,2020-03-28T00:00:00.000Z,OR,Oregon,Statewide,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,1,B - Protective Measures,1261581.80,2024-02-13T18:53:43.000Z,915,"698967 - KFHP NW-OR March 2020 - July 1, 2022 COVID Drive Thru Testing Centers",0,f245bb6a-4d30-4c37-bb48-327dd787d8f5
10,4499,0,DR,Biological,2020-03-28T00:00:00.000Z,OR,Oregon,Statewide,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,1,B - Protective Measures,1549325.96,2024-02-13T18:53:43.000Z,879,686099 - KFHP OR March 2020 - June 2022 COVID Contract Labor,0,0f1a6391-8c25-46f9-9a7c-63f781d8e4b9
10,4499,0,DR,Biological,2020-03-28T00:00:00.000Z,OR,Oregon,Statewide,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,1,B - Protective Measures,9450597.27,2024-02-13T20:20:34.000Z,944,689674 - KFHP OR March 2020 - June 2022 COVID Medical Testing Supplies Project,0,d6a52487-c461-4aaa-b8b5-07c45a92674e
10,4499,0,DR,Biological,2020-03-28T00:00:00.000Z,OR,Oregon,Statewide,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,1,B - Protective Measures,1980826.34,2024-02-13T18:53:43.000Z,1128,"710433 - KFHP OR July 2, 2022 - May 11, 2023 COVID Medical Testing Supplies Project ",0,2b4c5b9f-9c94-45e1-9d8d-751ad3960de5
10,4499,0,DR,Biological,2020-03-28T00:00:00.000Z,OR,Oregon,Statewide,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,1,B - Protective Measures,1732215.18,2024-02-13T18:53:43.000Z,1149,"710432 - KFHP OR July 2, 2022 - May 11, 2023 COVID Contract Labor Project",0,4c772c8a-63e5-4563-a76d-a07de29361d9
10,4499,0,DR,Biological,2020-03-28T00:00:00.000Z,OR,Oregon,Statewide,OREGON HEALTH AUTHORITY,0,B - Protective Measures,4866160.91,2024-02-12T18:22:32.000Z,1126,"666536 - Public Health Division 8, June 3 2021 thru January 27, 2022",0,976707e8-53cd-4cfb-8696-9a720cdc2888
6,4721,0,DR,Severe Storm,2023-07-19T00:00:00.000Z,OK,Oklahoma,Muskogee,MUSKOGEE,0,E - Public Buildings,3243.00,2024-02-09T17:49:57.000Z,72,733473 - Sally Port,0,1e61d4ab-c20d-452f-a904-34767eccf836
4,4486,0,DR,Biological,2020-03-25T00:00:00.000Z,FL,Florida,Leon,"TALLAHASSEE MEMORIAL HEALTH CARE, INC.",1,B - Protective Measures,764423.69,2024-02-09T18:20:20.000Z,825,698632 - TMH - Version 4 Force Account Materials,0,bb778959-efc4-46f9-b428-7f5d3b98fffc
4,4486,0,DR,Biological,2020-03-25T00:00:00.000Z,FL,Florida,Leon,"BIG BEND CARES, INC DBA CARE POINT HEALTH & WELL",1,Z - State Management,2285.34,2024-02-09T18:20:04.000Z,1070,729776 - Management Costs,0,8f09bfe0-9ea7-4886-a477-40674e91c3b4
5,4722,0,DR,Flood,2023-07-19T00:00:00.000Z,MN,Minnesota,Kittson,DAVIS (TOWNSHIP OF),0,Z - State Management,1212.85,2024-02-15T16:58:58.000Z,289,743762 - Davis Twp Management Costs,0,93f60355-8a9e-4c88-b8f5-924dca2c145c
5,4722,0,DR,Flood,2023-07-19T00:00:00.000Z,MN,Minnesota,Kittson,TEIEN (TOWNSHIP OF),0,C - Roads and Bridges,18325.88,2024-02-15T17:00:50.000Z,290,732746 - Teien Township Roads,0,6c15a498-b3a7-4b63-af5a-b614e0b03f2b
5,4722,0,DR,Flood,2023-07-19T00:00:00.000Z,MN,Minnesota,Kittson,SOUTH RED RIVER (TOWNSHIP OF),0,Z - State Management,388.60,2024-02-15T16:58:58.000Z,288,743729 - South Red River Management Costs,0,69fb0456-3047-46db-bb77-2fd09d7168c3
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Livingston,NICHOLAS H NOYES MEMORIAL HOSPITAL,1,B - Protective Measures,94512.11,2024-02-09T21:30:06.000Z,3151,726726 - 7/2/2022 90% - Employees Hired Specifically Due to COVID,0,176431f4-1f7d-442f-b802-e5c29bb9fc32
10,4499,0,DR,Biological,2020-03-28T00:00:00.000Z,OR,Oregon,Columbia,COLUMBIA RIVER FIRE & RESCUE,0,B - Protective Measures,11018.14,2024-02-15T15:28:43.000Z,929,698706 - Columbia River Fire and Rescue - PPE,0,e9ebf174-f84c-49c2-b2be-90f942663851
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Arecibo,ARECIBO (MUNICIPIO),0,C - Roads and Bridges,83201.15,2024-02-09T19:08:36.000Z,1498,689891 - APP CERT: Way Jurutungo (Connector).,0,e808c3b0-33f4-483a-bbfb-4dfd2a908212
7,4665,0,DR,Flood,2022-08-08T00:00:00.000Z,MO,Missouri,St. Charles,ST. CHARLES,0,G - Recreational or Other,-13133.20,2024-02-14T19:30:36.000Z,123,685171 - Fountain Lakes Park Low Water Crossing at Cole Creek,1,2f4268b8-3813-460d-971c-872c5116f952
4,4727,0,DR,Severe Storm,2023-08-12T00:00:00.000Z,MS,Mississippi,Statewide,TWIN COUNTY ELECTRIC POWER ASSOCIATION,1,Z - State Management,4354.58,2024-02-13T13:48:01.000Z,26,743663 - Twin County - Management Cost,0,da0fa8d0-354d-4cfe-b3d1-181dddad6cd4
4,4727,0,DR,Severe Storm,2023-08-12T00:00:00.000Z,MS,Mississippi,Statewide,SINGING RIVER ELECTRICAL POWER ASSOCIATION,1,Z - State Management,7496.23,2024-02-13T13:48:21.000Z,25,740606 - Administrative Cost,0,e9249497-f34b-48d9-ba2a-d32e0ae118b0
4,4697,0,DR,Severe Storm,2023-03-26T00:00:00.000Z,MS,Mississippi,Statewide,TWIN COUNTY ELECTRIC POWER ASSOCIATION,1,B - Protective Measures,207769.56,2024-02-13T13:52:34.000Z,188,727857 - TCEPA Emergency Protective Measures MAA - 100% Cost Share,0,10e26e02-b181-4572-bc39-1e72409b918e
4,4697,0,DR,Severe Storm,2023-03-26T00:00:00.000Z,MS,Mississippi,Statewide,MISSISSIPPI STATE DEPT. OF HEALTH,0,B - Protective Measures,304623.25,2024-02-13T13:50:00.000Z,180,735564 - Emergency Protective Measures 75% cost share,0,dd8ba16c-ff6b-4dbc-b284-87cf25081eb4
4,4697,0,DR,Severe Storm,2023-03-26T00:00:00.000Z,MS,Mississippi,Statewide,TWIN COUNTY ELECTRIC POWER ASSOCIATION,1,B - Protective Measures,13133.93,2024-02-13T13:52:16.000Z,189,740986 - TCEPA Sharkey County Transformer Repairs - 75% Cost Share,0,2fc8d549-1235-48d4-856e-37c772ba9ebf
4,4528,0,DR,Biological,2020-04-05T00:00:00.000Z,MS,Mississippi,Hinds,JACKSON,0,B - Protective Measures,313242.66,2024-02-14T19:46:57.000Z,470,701009 - covid-19 6/30/2022,0,43c9b226-3ac3-4ab2-8b07-7018fc73aafa
4,4727,0,DR,Severe Storm,2023-08-12T00:00:00.000Z,MS,Mississippi,Madison,MADISON,0,Z - State Management,33757.05,2024-02-13T13:47:39.000Z,24,743656 - City of Madison Management Cost,0,f6fc0d2a-8fb7-4a44-af74-dc1d7a074607
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Statewide,OFFICE OF THE GOVERNOR,0,E - Public Buildings,26457.32,2024-02-13T18:57:45.000Z,1193,689679 - Permanent Works - Old San Juan Buildings,0,62831fdb-6804-4e89-8152-7ceb56f02ef3
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Statewide,PR NATIONAL GUARD,0,B - Protective Measures,2333281.27,2024-02-15T12:04:39.000Z,2065,687595 - SPA - PRNG Mobilization (17 SEP - 15 NOV),0,08c03b56-4bfa-4a11-81ed-deb255af98b4
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Statewide,DEPARTMENT OF SPORTS AND RECREATION,0,Z - State Management,9338.34,2024-02-15T19:21:24.000Z,2207,743718 - DR 4671 Management Costs DRD,0,e542410b-5240-4bac-a389-15aa93a002c2
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,PR ELECTRIC POWER AUTHORITY,0,F - Public Utilities,-59334505.23,2024-02-12T18:52:40.000Z,6099,136271 - MEPA078 Puerto Rico Electrical Power Authority Island Wide FAASt Project,44,c547b6b9-27a5-4b56-afe2-cb73560da551
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,PR ELECTRIC POWER AUTHORITY,0,F - Public Utilities,55299829.97,2024-02-12T18:53:44.000Z,11402,682834 - FAASt [Costa Sur TC - Phase II & III ] (Substation),0,8c1dbd26-57fe-4e7c-85b9-7b75f618fdd8
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,PR ELECTRIC POWER AUTHORITY,0,F - Public Utilities,4474057.58,2024-02-12T18:53:24.000Z,10858,546370 - FAASt - Substation Minor Repairs Group A (Substation),0,81a28c33-fb95-4aa3-84eb-ced38f1ff8a4
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Statewide,DEPARTMENT OF NATURAL & ENVIRONMENTAL RESOURCES,0,G - Recreational or Other,462362.06,2024-02-15T14:21:34.000Z,11407,123315 - Reserva Nacional de Investigación Estuarina de Bahía de Jobos,0,664d8eb4-38f5-4e49-bbdc-7893f270f98b
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Carolina,CAROLINA (MUNICIPIO),0,F - Public Utilities,-2171.90,2024-02-13T20:01:29.000Z,8707,127166 - Closeout - MCAR152 Sistema Alumbrado Publico(Public Lighting System),1,8f38f6ed-5c99-45a2-8139-e494fbe14890
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Cayey,MENNONITE  GENERAL HOSPITAL,1,E - Public Buildings,291808.52,2024-02-13T19:55:57.000Z,5396,95953 - MMEH003-AIBONITO & CAGUAS GENERAL HOSPITALS & CIMA Hosp Facilities -,2,340c1169-6d39-46c2-97ef-a83100f4a273
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Rio Grande,RIO GRANDE (MUNICIPIO),0,C - Roads and Bridges,646607.03,2024-02-15T20:18:46.000Z,2077,699083 - Project 10 - Roads - Rio Grande,0,f3ac86da-8ddd-4534-a115-c4856132eced
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,San Juan,ASOCIACION HOSPITAL DEL MAESTRO,1,B - Protective Measures,8799.88,2024-02-14T19:58:16.000Z,922,700666 - APP CERT - FAE generator usage for Asociacion Hospital del Maestro (100% Cost Share),1,b0ae83f8-868e-4731-bab8-711038166292
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,San Juan,FUNDACION LUIS MUNOZ MARIN,1,Z - State Management,780.30,2024-02-09T19:38:00.000Z,2032,741329 - Management Cost - FLMM,0,ece0ed32-c532-48e6-919c-97281273856a
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,San Juan,"UNIVERSIDAD DEL SAGRADO CORAZON, INC.",1,E - Public Buildings,445145.50,2024-02-15T14:20:45.000Z,10761,86922 - MUDS003 - Universidad del Sagrado Corazon - San Juan Campus,1,a3eeb800-4681-40bf-b38c-2de2fa42105a
4,4492,0,DR,Biological,2020-03-27T00:00:00.000Z,SC,South Carolina,Charleston,ROPER ST. FRANCIS MOUNT PLEASANT HOSPITAL,1,B - Protective Measures,758252.35,2024-02-14T19:47:59.000Z,214,"682759 -MPH Therapeutics (Jan 21, 2020, to Jul 1, 2022)",0,f1c173c5-2fb3-4e52-b2a9-55794a92f239
8,4718,0,DR,Flood,2023-07-06T00:00:00.000Z,SD,South Dakota,Hand,HAND (COUNTY),0,C - Roads and Bridges,126566.54,2024-02-12T13:34:45.000Z,128,731755 - Schmidt's Bridge Damages,0,beb33de4-74a0-493b-a9b9-98ba9e88cdb2
8,4717,0,DR,Flood,2023-07-05T00:00:00.000Z,ND,North Dakota,Richland,RICHLAND (COUNTY),0,C - Roads and Bridges,25665.63,2024-02-13T14:03:09.000Z,82,"733792 - Richland County - Antelope, Belford, Greendale, LaMars, Walcott Twps-Work to be Completed",0,bce21602-63b4-4e29-8f6b-c33b1fff4eeb
7,4504,0,DR,Biological,2020-03-29T00:00:00.000Z,KS,Kansas,Douglas,BAKER UNIVERSITY,1,Z - State Management,2591.52,2024-02-15T21:50:03.000Z,214,742289 - Management Costs,0,128d4abf-dc3c-467e-bcc3-87a9010a3c96
9,4699,0,DR,Severe Storm,2023-04-03T00:00:00.000Z,CA,California,Marin,SAN RAFAEL,0,A - Debris Removal,17034.45,2024-02-15T14:54:47.000Z,260,733638 - Debris Cat A 75% Cost Share SPA,0,4727bb00-eb01-41e1-a609-c54a84586278
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,San Mateo,SAN MATEO COUNTY  COMMUNITY COLLEGE DISTRICT,0,G - Recreational or Other,95347.19,2024-02-13T14:41:13.000Z,1076,714485 - San Mateo County Community College District - CANADA COLLEGE - WET/DRY STREAM EROSION,0,03d6d547-257d-4c6e-a5b9-f99f0e26bf5e
9,4699,0,DR,Severe Storm,2023-04-03T00:00:00.000Z,CA,California,San Mateo,BELMONT,0,G - Recreational or Other,4916.25,2024-02-10T00:18:34.000Z,294,736136 - McDougal Park Fence Damage,0,558d5858-f87f-4aee-a28c-8b30765b5751
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Santa Clara,SANTA CLARA (COUNTY),0,B - Protective Measures,119965.03,2024-02-12T22:21:37.000Z,1754,545790 - VMC PPE FY21Q3,0,a53271af-f55f-4baa-aeb8-178d88e4b7ea
9,4699,0,DR,Severe Storm,2023-04-03T00:00:00.000Z,CA,California,Santa Clara,SANTA CLARA (COUNTY),0,G - Recreational or Other,21430.95,2024-02-10T00:15:39.000Z,259,726129 - Santa Clara County- Bridge- Uvas Canyon County Park-Water Falls Loop Trail,0,c1c9dea7-f60e-412c-8988-f76fa5759ab4
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Bullitt,BULLITT (COUNTY),0,Z - State Management,2095.54,2024-02-09T22:50:26.000Z,253,742610 - Management Costs,0,2dc4a1a7-54cb-4634-ba29-f41cde1aee14
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Clay,NORTH MANCHESTER WATER ASSOC,0,Z - State Management,6064.54,2024-02-12T19:08:58.000Z,1396,707086 - Mangement Costs,0,271477a9-5092-4224-8c83-dd34d0f1d780
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Ventura,VENTURA COUNTY FAIRGROUNDS,0,Z - State Management,1111.80,2024-02-10T00:09:07.000Z,1311,743605 - 31st District Agricultural Association/Ventura County Fairgrounds Z - Management Costs,0,bbe4593b-8a64-451f-b855-a7ed5621f0f3
4,4711,0,DR,Flood,2023-05-09T00:00:00.000Z,KY,Kentucky,Harlan,LYNCH,0,F - Public Utilities,99000.00,2024-02-12T19:12:07.000Z,135,739421 - Sewer Pumps (2) - Lift Station #1,0,f9355b52-70bf-4338-a78a-7d49d4b6270e
4,4711,0,DR,Flood,2023-05-09T00:00:00.000Z,KY,Kentucky,Harlan,LYNCH,0,D - Water Control Facilities,11530.34,2024-02-12T19:11:50.000Z,120,730490 - Upper Gap Branch Intake - Sluice Gate,0,bc1945ac-01d3-4f32-8a3c-b28f7fc06bf3
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Jefferson,LOUISVILLE & JEFFERSON CO. METROPOLITAN SEWER DIST,0,B - Protective Measures,4617.54,2024-02-09T22:51:53.000Z,257,728349 - MSD Linear Assets Sanitary EPM,0,e14026dd-6a46-4c4e-8a1a-98dafbf18b20
4,4734,0,DR,Hurricane,2023-08-31T00:00:00.000Z,FL,Florida,Statewide,"STATE COLLEGE OF FLORIDA, MANATEE-SARASOTA",0,A - Debris Removal,5194.42,2024-02-15T13:12:26.000Z,29,739881 - CAMPUS WIDE DEBRIS REMOVAL,0,e85ede02-093e-416f-9161-3c223a4f2048
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,NEW COLLEGE OF FLORIDA,0,B - Protective Measures,285163.31,2024-02-14T13:51:31.000Z,1959,"705121 - # NCF B100-1 - 100% 9/23 to 12/7/22 - Contractor, FAL, FAE, Materials & Rented Equipment",0,db460654-3d49-4d88-b382-3f2d3c4149a8
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,"STATE COLLEGE OF FLORIDA, MANATEE-SARASOTA",0,G - Recreational or Other,88200.00,2024-02-14T13:48:35.000Z,1909,715197 - 4673DR-FL (4673DR) State College of Florida (000-U2BZ7-00) Venice Marquee School Sign on 41,0,8a8585d4-8f68-4892-b37d-09a399136b52
4,4486,0,DR,Biological,2020-03-25T00:00:00.000Z,FL,Florida,Statewide,UNIVERSITY OF MIAMI,1,B - Protective Measures,29415.73,2024-02-09T18:19:47.000Z,583,546859 - Information Technology Work Period June 2020 through November 2020,0,427d2698-f223-4018-8caf-02b46fb68f58
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Warren,BOWLING GREEN WARREN COUNTY COMMUNITY HOSP CORP.,1,E - Public Buildings,5430.05,2024-02-12T19:10:00.000Z,223,726398 - The Medical Center at Bowling Green - Building Damage,0,9a975784-f187-444a-b7fe-50c16f3d888e
4,4680,0,DR,Hurricane,2022-12-13T00:00:00.000Z,FL,Florida,Martin,JUPITER ISLAND,0,G - Recreational or Other,72536.42,2024-02-14T13:57:56.000Z,152,707654 - 4680 Nicole - Blowing Rocks Dune Project (App Cert),0,31bcf3af-e2d4-4b77-8205-ab6015e46dcb
10,4499,0,DR,Biological,2020-03-28T00:00:00.000Z,OR,Oregon,Lane,PEACEHEALTH,1,B - Protective Measures,821155.49,2024-02-09T18:57:37.000Z,952,673536 - CY2020 - July'September Contract Summary,0,390268a7-bdb9-4d4b-a917-d1796b4baaff
10,4499,0,DR,Biological,2020-03-28T00:00:00.000Z,OR,Oregon,Lane,PEACEHEALTH,1,B - Protective Measures,3200880.98,2024-02-09T21:16:33.000Z,1075,696738 - October 2021 - June 2022 COVID19 Surge,0,11de2f1f-ae41-4c42-8794-c6190b567140
10,4499,0,DR,Biological,2020-03-28T00:00:00.000Z,OR,Oregon,Lane,PEACEHEALTH,1,B - Protective Measures,1516311.37,2024-02-09T21:16:54.000Z,1085,687613 - CY2021 - July- September COVID Surge,0,3f6e8d17-dc0c-4549-96cc-18e4cc9facde
10,4499,0,DR,Biological,2020-03-28T00:00:00.000Z,OR,Oregon,Marion,SALEM HOSPITAL,1,B - Protective Measures,1654391.38,2024-02-15T15:36:29.000Z,1038,685773 - P9 - Medical COVID-19 Diagnostic Testing (1/20/20-6/30/22),0,f9c62808-89ad-4618-9621-956547e0106d
1,4720,0,DR,Flood,2023-07-14T00:00:00.000Z,VT,Vermont,Orleans,BARTON (TOWN OF),0,C - Roads and Bridges,12691.65,2024-02-12T17:55:53.000Z,79,739959 - Guard rails on Roaring Brook Road,0,483c2235-62f1-4a85-a204-7fcf8a818b2c
10,4481,0,DR,Biological,2020-03-22T00:00:00.000Z,WA,Washington,King,UNIVERSITY OF WASHINGTON,0,B - Protective Measures,11544603.74,2024-02-13T21:00:51.000Z,1319,735001 - VMC COVID-19 Contract Labor FY2023,0,ba77821f-0663-40ff-af59-c8b0dbe3a61d
10,4481,0,DR,Biological,2020-03-22T00:00:00.000Z,WA,Washington,King,UNIVERSITY OF WASHINGTON,0,B - Protective Measures,6763279.53,2024-02-12T15:37:52.000Z,1301,734043 - Valley Force Account Labor (FAL) FY2023,0,88619f4c-16a3-4c98-82b7-4e59055d4a13
10,4481,0,DR,Biological,2020-03-22T00:00:00.000Z,WA,Washington,King,KIRKLAND,0,B - Protective Measures,5.84,2024-02-09T19:44:17.000Z,292,139979 - City of Kirkland Coronavirus - Feb to May 2020,1,e600b345-d038-4d7e-927a-9c8014da57b8
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Hart,HORSE CAVE,0,Z - State Management,2954.85,2024-02-09T22:51:18.000Z,261,742782 - Management Cost,0,444b5e9f-d665-4e67-9b43-abb8a22d22f2
5,4489,0,DR,Biological,2020-03-26T00:00:00.000Z,IL,Illinois,DuPage,ADVENTIST MIDWEST HEALTH DBA ADVENTIST HINSDALE HO,1,B - Protective Measures,301158.00,2024-02-14T16:15:53.000Z,1806,"725193 - AdventHealth Hinsdale Therapeutic Costs (Remdesivir) at 90% Cost Share from July 2, 2022 through December 31, 2022",0,a0d42028-bce1-40df-b7a7-dd081958ff98
